"","X2","X.1","Entry","X","Entry.name","Status","Protein.names","Gene.names","Organism","Length","Tissue.specificity","Induction","Developmental.stage","V2"
"78","lcl|NW_011934525.1_cds_XP_011434994.1_18",368,"Q8K389",39,"CK5P2_MOUSE","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2 Kiaa1633","Mus musculus (Mouse)",1822,"TISSUE SPECIFICITY: Expressed in testis, thymus, heart and brain. {ECO:0000269|PubMed:20460369}.","","DEVELOPMENTAL STAGE: Detected in the developing cortex at 9.5 dpc. Expression peaks between 10.5 and 13.5 dpc, remains robust at 15.5 dpc and declines thereafter. This peak corresponds to periods of active neurogenesis. {ECO:0000269|PubMed:20460369, ECO:0000269|PubMed:20471352}.","LOC105331694"
"79","lcl|NW_011934525.1_cds_XP_011434994.1_18",440,"Q9JLH5",40,"CK5P2_RAT","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2","Rattus norvegicus (Rat)",1903,"","","","LOC105331694"
"80","lcl|NW_011934525.1_cds_XP_011435774.1_19",245,"Q19UN5",36,"CK5P2_PANTR","reviewed","CDK5 regulatory subunit-associated protein 2","CDK5RAP2","Pan troglodytes (Chimpanzee)",1893,"","","","LOC105331694"
"81","lcl|NW_011934525.1_cds_XP_011435774.1_19",442,"Q9JLH5",40,"CK5P2_RAT","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2","Rattus norvegicus (Rat)",1903,"","","","LOC105331694"
"82","lcl|NW_011934525.1_cds_XP_011435774.1_19",417,"Q9BE52",38,"CK5P2_MACFA","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","CDK5RAP2 QflA-15432","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)",862,"","","","LOC105331694"
"83","lcl|NW_011934525.1_cds_XP_011435774.1_19",412,"Q96SN8",37,"CK5P2_HUMAN","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48) (Centrosome-associated protein 215)","CDK5RAP2 CEP215 KIAA1633","Homo sapiens (Human)",1893,"TISSUE SPECIFICITY: Widely expressed. Expressed in heart, brain, placenta, lung, liver, skeletal muscle, kidney and pancreas. {ECO:0000269|PubMed:10721722}.","","","LOC105331694"
"84","lcl|NW_011934525.1_cds_XP_011435774.1_19",371,"Q8K389",39,"CK5P2_MOUSE","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2 Kiaa1633","Mus musculus (Mouse)",1822,"TISSUE SPECIFICITY: Expressed in testis, thymus, heart and brain. {ECO:0000269|PubMed:20460369}.","","DEVELOPMENTAL STAGE: Detected in the developing cortex at 9.5 dpc. Expression peaks between 10.5 and 13.5 dpc, remains robust at 15.5 dpc and declines thereafter. This peak corresponds to periods of active neurogenesis. {ECO:0000269|PubMed:20460369, ECO:0000269|PubMed:20471352}.","LOC105331694"
"85","lcl|NW_011934525.1_cds_XP_011436541.1_15",416,"Q9BE52",38,"CK5P2_MACFA","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","CDK5RAP2 QflA-15432","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)",862,"","","","LOC105331694"
"86","lcl|NW_011934525.1_cds_XP_011436541.1_15",413,"Q96SN8",37,"CK5P2_HUMAN","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48) (Centrosome-associated protein 215)","CDK5RAP2 CEP215 KIAA1633","Homo sapiens (Human)",1893,"TISSUE SPECIFICITY: Widely expressed. Expressed in heart, brain, placenta, lung, liver, skeletal muscle, kidney and pancreas. {ECO:0000269|PubMed:10721722}.","","","LOC105331694"
"87","lcl|NW_011934525.1_cds_XP_011436541.1_15",370,"Q8K389",39,"CK5P2_MOUSE","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2 Kiaa1633","Mus musculus (Mouse)",1822,"TISSUE SPECIFICITY: Expressed in testis, thymus, heart and brain. {ECO:0000269|PubMed:20460369}.","","DEVELOPMENTAL STAGE: Detected in the developing cortex at 9.5 dpc. Expression peaks between 10.5 and 13.5 dpc, remains robust at 15.5 dpc and declines thereafter. This peak corresponds to periods of active neurogenesis. {ECO:0000269|PubMed:20460369, ECO:0000269|PubMed:20471352}.","LOC105331694"
"88","lcl|NW_011934525.1_cds_XP_011436541.1_15",243,"Q19UN5",36,"CK5P2_PANTR","reviewed","CDK5 regulatory subunit-associated protein 2","CDK5RAP2","Pan troglodytes (Chimpanzee)",1893,"","","","LOC105331694"
"89","lcl|NW_011934525.1_cds_XP_011436541.1_15",441,"Q9JLH5",40,"CK5P2_RAT","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2","Rattus norvegicus (Rat)",1903,"","","","LOC105331694"
"90","lcl|NW_011934527.1_cds_XP_011437695.1_20",546,"Q9Z1M8",44,"RED_MOUSE","reviewed","Protein Red (Cytokine IK) (IK factor) (Protein RER)","Ik Red Rer","Mus musculus (Mouse)",557,"TISSUE SPECIFICITY: Ubiquitous.","","","LOC105335214"
"91","lcl|NW_011934527.1_cds_XP_011437695.1_20",333,"Q66HG8",42,"RED_RAT","reviewed","Protein Red (Cytokine IK) (IK factor)","Ik","Rattus norvegicus (Rat)",557,"","","","LOC105335214"
"92","lcl|NW_011934527.1_cds_XP_011437695.1_20",223,"Q13123",43,"RED_HUMAN","reviewed","Protein Red (Cytokine IK) (IK factor) (Protein RER)","IK RED RER","Homo sapiens (Human)",557,"TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:10216252}.","INDUCTION: Up-regulated during mitosis (at protein level). {ECO:0000269|PubMed:22351768}.","DEVELOPMENTAL STAGE: Expressed at similar levels in fetal and adult tissues. {ECO:0000269|PubMed:10216252}.","LOC105335214"
"93","lcl|NW_011934527.1_cds_XP_011437695.1_20",286,"Q5NVI3",41,"RED_PONAB","reviewed","Protein Red (Cytokine IK) (IK factor)","IK","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",557,"","","","LOC105335214"
"94","lcl|NW_011934527.1_cds_XP_011437695.1_20",466,"Q9N4U5",45,"SMU2_CAEEL","reviewed","Smu-2 suppressor of mec-8 and unc-52 protein (RED homolog) (Suppressor of Mec and Unc defects 2)","smu-2 Y49F6B.4","Caenorhabditis elegans",547,"TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:15254247}.","","DEVELOPMENTAL STAGE: Detected at all stages of development, during early embryogenesis and in oocytes, in larvae and adults. {ECO:0000269|PubMed:15254247}.","LOC105335214"
"95","lcl|NW_011934528.1_cds_XP_019926840.1_21",339,"Q6DRC0",50,"SYSC_DANRE","reviewed","Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS)","sars1 sars","Danio rerio (Zebrafish) (Brachydanio rerio)",515,"","","","LOC105336016"
"96","lcl|NW_011934528.1_cds_XP_019926840.1_21",105,"P26638",47,"SYSC_MOUSE","reviewed","Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)","Sars1 Sars Sers","Mus musculus (Mouse)",512,"","","","LOC105336016"
"97","lcl|NW_011934528.1_cds_XP_019926840.1_21",104,"P26636",49,"SYSC_CRIGR","reviewed","Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)","SARS1 SARS","Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)",512,"","","","LOC105336016"
"98","lcl|NW_011934528.1_cds_XP_019926840.1_21",85,"P13642",48,"SYSC_RABIT","reviewed","Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (62 kDa RNA-binding protein) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)","SARS1 SARS SERS","Oryctolagus cuniculus (Rabbit)",514,"","","","LOC105336016"
"99","lcl|NW_011934528.1_cds_XP_019926840.1_21",342,"Q6P799",46,"SYSC_RAT","reviewed","Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)","Sars1 Sars","Rattus norvegicus (Rat)",512,"","","","LOC105336016"
"100","lcl|NW_011934530.1_cds_XP_011440784.1_24",94,"P22031",56,"LEG_HELCR","reviewed","D-galactoside-specific lectin (Sea urchin egg lectin) (SUEL)","","Heliocidaris crassispina (Sea urchin) (Anthocidaris crassispina)",105,"","","","LOC105336849"
"101","lcl|NW_011934530.1_cds_XP_011440784.1_24",27,"C0HK24",58,"ELEL_ECHLU","reviewed","L-rhamnose-binding lectin ELEL-1","","Echinometra lucunter (Rock-boring urchin)",103,"","","","LOC105336849"
"102","lcl|NW_011934530.1_cds_XP_011440784.1_24",163,"P86179",59,"CSL3_ONCKE","reviewed","L-rhamnose-binding lectin CSL3","","Oncorhynchus keta (Chum salmon) (Salmo keta)",195,"","","","LOC105336849"
"103","lcl|NW_011934530.1_cds_XP_011440784.1_24",25,"C0HK23",57,"SML_SCONI","reviewed","L-rhamnose-binding lectin SML","","Scomberomorus niphonius (Japanese Spanish mackerel) (Cybium niphonium)",201,"","","","LOC105336849"
"104","lcl|NW_011934530.1_cds_XP_011441541.1_23",162,"P86179",59,"CSL3_ONCKE","reviewed","L-rhamnose-binding lectin CSL3","","Oncorhynchus keta (Chum salmon) (Salmo keta)",195,"","","","LOC105336849"
"105","lcl|NW_011934530.1_cds_XP_011441541.1_23",26,"C0HK23",57,"SML_SCONI","reviewed","L-rhamnose-binding lectin SML","","Scomberomorus niphonius (Japanese Spanish mackerel) (Cybium niphonium)",201,"","","","LOC105336849"
"106","lcl|NW_011934530.1_cds_XP_011441541.1_23",28,"C0HK24",58,"ELEL_ECHLU","reviewed","L-rhamnose-binding lectin ELEL-1","","Echinometra lucunter (Rock-boring urchin)",103,"","","","LOC105336849"
"107","lcl|NW_011934530.1_cds_XP_011441541.1_23",93,"P22031",56,"LEG_HELCR","reviewed","D-galactoside-specific lectin (Sea urchin egg lectin) (SUEL)","","Heliocidaris crassispina (Sea urchin) (Anthocidaris crassispina)",105,"","","","LOC105336849"
"108","lcl|NW_011934530.1_cds_XP_011441541.1_23",470,"Q9PVW8",60,"SAL_SILAS","reviewed","Rhamnose-binding lectin (RBL) (Roe lectin) (SAL)","","Silurus asotus (Amur catfish) (Parasilurus asotus)",308,"TISSUE SPECIFICITY: Expressed in eggs, but not in liver.","","","LOC105336849"
"109","lcl|NW_011934530.1_cds_XP_011443863.1_22",77,"P06868",51,"PLMN_BOVIN","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]","PLG","Bos taurus (Bovine)",812,"","","","LOC105339572"
"110","lcl|NW_011934530.1_cds_XP_011443863.1_22",91,"P20918",55,"PLMN_MOUSE","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]","Plg","Mus musculus (Mouse)",812,"","","","LOC105339572"
"111","lcl|NW_011934530.1_cds_XP_011443863.1_22",78,"P06868",51,"PLMN_BOVIN","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]","PLG","Bos taurus (Bovine)",812,"","","","LOC105339572"
"112","lcl|NW_011934530.1_cds_XP_011443863.1_22",293,"Q5R8X6",53,"PLMN_PONAB","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]","PLG","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",810,"","","","LOC105339572"
"113","lcl|NW_011934530.1_cds_XP_011443863.1_22",90,"P20918",55,"PLMN_MOUSE","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]","Plg","Mus musculus (Mouse)",812,"","","","LOC105339572"
"114","lcl|NW_011934530.1_cds_XP_011443863.1_22",290,"Q5R8X6",53,"PLMN_PONAB","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]","PLG","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",810,"","","","LOC105339572"
"115","lcl|NW_011934530.1_cds_XP_011443863.1_22",92,"P20918",55,"PLMN_MOUSE","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]","Plg","Mus musculus (Mouse)",812,"","","","LOC105339572"
"116","lcl|NW_011934530.1_cds_XP_011443863.1_22",203,"Q01177",52,"PLMN_RAT","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]","Plg","Rattus norvegicus (Rat)",812,"","","","LOC105339572"
"117","lcl|NW_011934530.1_cds_XP_011443863.1_22",202,"Q01177",52,"PLMN_RAT","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]","Plg","Rattus norvegicus (Rat)",812,"","","","LOC105339572"
"118","lcl|NW_011934530.1_cds_XP_011443863.1_22",289,"Q5R8X6",53,"PLMN_PONAB","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]","PLG","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",810,"","","","LOC105339572"
"119","lcl|NW_011934530.1_cds_XP_011443863.1_22",76,"P06867",54,"PLMN_PIG","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]","PLG","Sus scrofa (Pig)",809,"","","","LOC105339572"
"120","lcl|NW_011934530.1_cds_XP_011443863.1_22",89,"P20918",55,"PLMN_MOUSE","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]","Plg","Mus musculus (Mouse)",812,"","","","LOC105339572"
"121","lcl|NW_011934530.1_cds_XP_011443863.1_22",75,"P06867",54,"PLMN_PIG","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]","PLG","Sus scrofa (Pig)",809,"","","","LOC105339572"
"122","lcl|NW_011934530.1_cds_XP_011443863.1_22",81,"P06868",51,"PLMN_BOVIN","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]","PLG","Bos taurus (Bovine)",812,"","","","LOC105339572"
"123","lcl|NW_011934530.1_cds_XP_011443863.1_22",292,"Q5R8X6",53,"PLMN_PONAB","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]","PLG","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",810,"","","","LOC105339572"
"124","lcl|NW_011934530.1_cds_XP_011443863.1_22",205,"Q01177",52,"PLMN_RAT","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]","Plg","Rattus norvegicus (Rat)",812,"","","","LOC105339572"
"125","lcl|NW_011934530.1_cds_XP_011443863.1_22",79,"P06868",51,"PLMN_BOVIN","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]","PLG","Bos taurus (Bovine)",812,"","","","LOC105339572"
"126","lcl|NW_011934530.1_cds_XP_011443863.1_22",72,"P06867",54,"PLMN_PIG","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]","PLG","Sus scrofa (Pig)",809,"","","","LOC105339572"
"127","lcl|NW_011934530.1_cds_XP_011443863.1_22",291,"Q5R8X6",53,"PLMN_PONAB","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]","PLG","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",810,"","","","LOC105339572"
"128","lcl|NW_011934530.1_cds_XP_011443863.1_22",80,"P06868",51,"PLMN_BOVIN","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]","PLG","Bos taurus (Bovine)",812,"","","","LOC105339572"
"129","lcl|NW_011934530.1_cds_XP_011443863.1_22",73,"P06867",54,"PLMN_PIG","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]","PLG","Sus scrofa (Pig)",809,"","","","LOC105339572"
"130","lcl|NW_011934530.1_cds_XP_011443863.1_22",201,"Q01177",52,"PLMN_RAT","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]","Plg","Rattus norvegicus (Rat)",812,"","","","LOC105339572"
"131","lcl|NW_011934530.1_cds_XP_011443863.1_22",74,"P06867",54,"PLMN_PIG","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]","PLG","Sus scrofa (Pig)",809,"","","","LOC105339572"
"132","lcl|NW_011934530.1_cds_XP_011443863.1_22",204,"Q01177",52,"PLMN_RAT","reviewed","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]","Plg","Rattus norvegicus (Rat)",812,"","","","LOC105339572"
"133","lcl|NW_011934558.1_cds_XP_011426109.1_81",397,"Q8QG78",117,"NCOR1_XENLA","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (xN-CoR)","ncor1","Xenopus laevis (African clawed frog)",2498,"","INDUCTION: By thyroid hormone in the developing intestine and tail. {ECO:0000269|PubMed:12446772}.","DEVELOPMENTAL STAGE: Expressed in the developing intestine both prior to and during remodeling (stages NF54 to NF66). Also expressed at high levels in the tail during tail regression (stages NF62 and NF64) and in the hindlimbs during hindlimb morphogenesis (stage NF56). {ECO:0000269|PubMed:12446772, ECO:0000269|PubMed:15060155}.","LOC105327345"
"134","lcl|NW_011934558.1_cds_XP_011426109.1_81",536,"Q9Y618",118,"NCOR2_HUMAN","reviewed","Nuclear receptor corepressor 2 (N-CoR2) (CTG repeat protein 26) (SMAP270) (Silencing mediator of retinoic acid and thyroid hormone receptor) (SMRT) (T3 receptor-associating factor) (TRAC) (Thyroid-, retinoic-acid-receptor-associated corepressor)","NCOR2 CTG26","Homo sapiens (Human)",2514,"TISSUE SPECIFICITY: Ubiquitous. High levels of expression are detected in lung, spleen and brain.","INDUCTION: Regulated during cell cycle progression.","","LOC105327345"
"135","lcl|NW_011934558.1_cds_XP_011426109.1_81",47,"O75376",114,"NCOR1_HUMAN","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1)","NCOR1 KIAA1047","Homo sapiens (Human)",2440,"","","","LOC105327345"
"136","lcl|NW_011934558.1_cds_XP_011426109.1_81",270,"Q4KKX4",116,"NCOR1_XENTR","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (xN-CoR)","ncor1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",2494,"","","","LOC105327345"
"137","lcl|NW_011934558.1_cds_XP_011426109.1_81",46,"O75376",114,"NCOR1_HUMAN","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1)","NCOR1 KIAA1047","Homo sapiens (Human)",2440,"","","","LOC105327345"
"138","lcl|NW_011934558.1_cds_XP_011426109.1_81",310,"Q60974",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","","","LOC105327345"
"139","lcl|NW_011934558.1_cds_XP_011426109.1_81",309,"Q60974",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","","","LOC105327345"
"140","lcl|NW_011934558.1_cds_XP_011426189.1_79",315,"Q60974",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","","","LOC105327345"
"141","lcl|NW_011934558.1_cds_XP_011426189.1_79",391,"Q8QG78",117,"NCOR1_XENLA","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (xN-CoR)","ncor1","Xenopus laevis (African clawed frog)",2498,"","INDUCTION: By thyroid hormone in the developing intestine and tail. {ECO:0000269|PubMed:12446772}.","DEVELOPMENTAL STAGE: Expressed in the developing intestine both prior to and during remodeling (stages NF54 to NF66). Also expressed at high levels in the tail during tail regression (stages NF62 and NF64) and in the hindlimbs during hindlimb morphogenesis (stage NF56). {ECO:0000269|PubMed:12446772, ECO:0000269|PubMed:15060155}.","LOC105327345"
"142","lcl|NW_011934558.1_cds_XP_011426189.1_79",535,"Q9Y618",118,"NCOR2_HUMAN","reviewed","Nuclear receptor corepressor 2 (N-CoR2) (CTG repeat protein 26) (SMAP270) (Silencing mediator of retinoic acid and thyroid hormone receptor) (SMRT) (T3 receptor-associating factor) (TRAC) (Thyroid-, retinoic-acid-receptor-associated corepressor)","NCOR2 CTG26","Homo sapiens (Human)",2514,"TISSUE SPECIFICITY: Ubiquitous. High levels of expression are detected in lung, spleen and brain.","INDUCTION: Regulated during cell cycle progression.","","LOC105327345"
