"","X.x","Entry","X.y","Entry.name","Status","Protein.names","Gene.names","Organism","Length","Tissue.specificity","Induction","Developmental.stage","V2"
"170","lcl|NW_011934558.1_cds_XP_011426504.1_76","Q9Y618",118,"NCOR2_HUMAN","reviewed","Nuclear receptor corepressor 2 (N-CoR2) (CTG repeat protein 26) (SMAP270) (Silencing mediator of retinoic acid and thyroid hormone receptor) (SMRT) (T3 receptor-associating factor) (TRAC) (Thyroid-, retinoic-acid-receptor-associated corepressor)","NCOR2 CTG26","Homo sapiens (Human)",2514,"TISSUE SPECIFICITY: Ubiquitous. High levels of expression are detected in lung, spleen and brain.","INDUCTION: Regulated during cell cycle progression.","","LOC105327345"
"171","lcl|NW_011934558.1_cds_XP_011426504.1_76","O75376",114,"NCOR1_HUMAN","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1)","NCOR1 KIAA1047","Homo sapiens (Human)",2440,"","","","LOC105327345"
"172","lcl|NW_011934558.1_cds_XP_011426504.1_76","Q60974",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","","","LOC105327345"
"173","lcl|NW_011934558.1_cds_XP_011426504.1_76","Q60974",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","","","LOC105327345"
"174","lcl|NW_011934558.1_cds_XP_011426653.1_80","O75376",114,"NCOR1_HUMAN","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1)","NCOR1 KIAA1047","Homo sapiens (Human)",2440,"","","","LOC105327345"
"175","lcl|NW_011934558.1_cds_XP_011426653.1_80","O75376",114,"NCOR1_HUMAN","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1)","NCOR1 KIAA1047","Homo sapiens (Human)",2440,"","","","LOC105327345"
"176","lcl|NW_011934558.1_cds_XP_011426653.1_80","Q8QG78",117,"NCOR1_XENLA","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (xN-CoR)","ncor1","Xenopus laevis (African clawed frog)",2498,"","INDUCTION: By thyroid hormone in the developing intestine and tail. {ECO:0000269|PubMed:12446772}.","DEVELOPMENTAL STAGE: Expressed in the developing intestine both prior to and during remodeling (stages NF54 to NF66). Also expressed at high levels in the tail during tail regression (stages NF62 and NF64) and in the hindlimbs during hindlimb morphogenesis (stage NF56). {ECO:0000269|PubMed:12446772, ECO:0000269|PubMed:15060155}.","LOC105327345"
"177","lcl|NW_011934558.1_cds_XP_011426653.1_80","Q60974",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","","","LOC105327345"
"178","lcl|NW_011934558.1_cds_XP_011426653.1_80","Q4KKX4",116,"NCOR1_XENTR","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (xN-CoR)","ncor1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",2494,"","","","LOC105327345"
"179","lcl|NW_011934558.1_cds_XP_011426653.1_80","Q9Y618",118,"NCOR2_HUMAN","reviewed","Nuclear receptor corepressor 2 (N-CoR2) (CTG repeat protein 26) (SMAP270) (Silencing mediator of retinoic acid and thyroid hormone receptor) (SMRT) (T3 receptor-associating factor) (TRAC) (Thyroid-, retinoic-acid-receptor-associated corepressor)","NCOR2 CTG26","Homo sapiens (Human)",2514,"TISSUE SPECIFICITY: Ubiquitous. High levels of expression are detected in lung, spleen and brain.","INDUCTION: Regulated during cell cycle progression.","","LOC105327345"
"18","lcl|NW_011934512.1_cds_XP_011426108.1_6","P84650",14,"AMID_RHORH","reviewed","Enantioselective amidase (EC 3.5.1.4)","amdA","Rhodococcus rhodochrous",517,"","INDUCTION: By aromatic and aliphatic amides. {ECO:0000269|Ref.1}.","","LOC105327114"
"180","lcl|NW_011934558.1_cds_XP_011426653.1_80","Q60974",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","","","LOC105327345"
"181","lcl|NW_011934558.1_cds_XP_011426803.1_82","O75376",114,"NCOR1_HUMAN","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1)","NCOR1 KIAA1047","Homo sapiens (Human)",2440,"","","","LOC105327345"
"182","lcl|NW_011934558.1_cds_XP_011426803.1_82","O75376",114,"NCOR1_HUMAN","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1)","NCOR1 KIAA1047","Homo sapiens (Human)",2440,"","","","LOC105327345"
"183","lcl|NW_011934558.1_cds_XP_011426803.1_82","Q60974",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","","","LOC105327345"
"184","lcl|NW_011934558.1_cds_XP_011426803.1_82","Q4KKX4",116,"NCOR1_XENTR","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (xN-CoR)","ncor1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",2494,"","","","LOC105327345"
"185","lcl|NW_011934558.1_cds_XP_011426803.1_82","Q8QG78",117,"NCOR1_XENLA","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (xN-CoR)","ncor1","Xenopus laevis (African clawed frog)",2498,"","INDUCTION: By thyroid hormone in the developing intestine and tail. {ECO:0000269|PubMed:12446772}.","DEVELOPMENTAL STAGE: Expressed in the developing intestine both prior to and during remodeling (stages NF54 to NF66). Also expressed at high levels in the tail during tail regression (stages NF62 and NF64) and in the hindlimbs during hindlimb morphogenesis (stage NF56). {ECO:0000269|PubMed:12446772, ECO:0000269|PubMed:15060155}.","LOC105327345"
"186","lcl|NW_011934558.1_cds_XP_011426803.1_82","Q60974",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","","","LOC105327345"
"187","lcl|NW_011934558.1_cds_XP_011426803.1_82","Q9Y618",118,"NCOR2_HUMAN","reviewed","Nuclear receptor corepressor 2 (N-CoR2) (CTG repeat protein 26) (SMAP270) (Silencing mediator of retinoic acid and thyroid hormone receptor) (SMRT) (T3 receptor-associating factor) (TRAC) (Thyroid-, retinoic-acid-receptor-associated corepressor)","NCOR2 CTG26","Homo sapiens (Human)",2514,"TISSUE SPECIFICITY: Ubiquitous. High levels of expression are detected in lung, spleen and brain.","INDUCTION: Regulated during cell cycle progression.","","LOC105327345"
"188","lcl|NW_011934558.1_cds_XP_011426919.1_83","Q3MHL7",122,"TCPZ_BOVIN","reviewed","T-complex protein 1 subunit zeta (TCP-1-zeta) (CCT-zeta) (CCT-zeta-1)","CCT6A","Bos taurus (Bovine)",531,"","","","LOC105327904"
"189","lcl|NW_011934558.1_cds_XP_011426919.1_83","O77622",119,"TCPZ_RABIT","reviewed","T-complex protein 1 subunit zeta (TCP-1-zeta) (CCT-zeta)","CCT6","Oryctolagus cuniculus (Rabbit)",531,"","","","LOC105327904"
"19","lcl|NW_011934512.1_cds_XP_011426108.1_6","P27765",13,"AMID_PSECL","reviewed","Amidase (EC 3.5.1.4)","","Pseudomonas chlororaphis (Pseudomonas aureofaciens)",506,"","","","LOC105327114"
"190","lcl|NW_011934558.1_cds_XP_011426919.1_83","P40227",121,"TCPZ_HUMAN","reviewed","T-complex protein 1 subunit zeta (TCP-1-zeta) (Acute morphine dependence-related protein 2) (CCT-zeta-1) (HTR3) (Tcp20)","CCT6A CCT6 CCTZ","Homo sapiens (Human)",531,"","","","LOC105327904"
"191","lcl|NW_011934558.1_cds_XP_011426919.1_83","P80317",120,"TCPZ_MOUSE","reviewed","T-complex protein 1 subunit zeta (TCP-1-zeta) (CCT-zeta-1)","Cct6a Cct6 Cctz Cctz1","Mus musculus (Mouse)",531,"TISSUE SPECIFICITY: Expressed in all tissues examined.","","","LOC105327904"
"192","lcl|NW_011934558.1_cds_XP_011426919.1_83","Q5RCD2",123,"TCPZ_PONAB","reviewed","T-complex protein 1 subunit zeta (TCP-1-zeta) (CCT-zeta)","CCT6","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",531,"","","","LOC105327904"
"193","lcl|NW_011934558.1_cds_XP_011427038.1_84","P16435",124,"NCPR_HUMAN","reviewed","NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)","POR CYPOR","Homo sapiens (Human)",677,"","","","LOC105327991"
"194","lcl|NW_011934558.1_cds_XP_011427038.1_84","P37039",128,"NCPR_CAVPO","reviewed","NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)","Por","Cavia porcellus (Guinea pig)",678,"","","","LOC105327991"
"195","lcl|NW_011934558.1_cds_XP_011427038.1_84","Q3SYT8",125,"NCPR_BOVIN","reviewed","NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)","POR","Bos taurus (Bovine)",678,"","","","LOC105327991"
"196","lcl|NW_011934558.1_cds_XP_011427038.1_84","P00389",127,"NCPR_RABIT","reviewed","NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)","POR","Oryctolagus cuniculus (Rabbit)",679,"","","","LOC105327991"
"197","lcl|NW_011934558.1_cds_XP_011427038.1_84","P04175",126,"NCPR_PIG","reviewed","NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)","POR","Sus scrofa (Pig)",678,"","","","LOC105327991"
"198","lcl|NW_011934558.1_cds_XP_011427121.1_85","Q3SYT8",125,"NCPR_BOVIN","reviewed","NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)","POR","Bos taurus (Bovine)",678,"","","","LOC105327991"
"199","lcl|NW_011934558.1_cds_XP_011427121.1_85","P00389",127,"NCPR_RABIT","reviewed","NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)","POR","Oryctolagus cuniculus (Rabbit)",679,"","","","LOC105327991"
"2","lcl|NW_011934501.1_cds_XP_011426503.1_1","A4FUY7",2,"MOC2B_BOVIN","reviewed","Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B)","MOCS2","Bos taurus (Bovine)",189,"","","","LOC105317034"
"20","lcl|NW_011934512.1_cds_XP_011426108.1_6","P95896",12,"AMID_SACS2","reviewed","Amidase (EC 3.5.1.4)","SSO2122 C02016 C02_017","Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus)",504,"","","","LOC105327114"
"200","lcl|NW_011934558.1_cds_XP_011427121.1_85","P04175",126,"NCPR_PIG","reviewed","NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)","POR","Sus scrofa (Pig)",678,"","","","LOC105327991"
"201","lcl|NW_011934558.1_cds_XP_011427121.1_85","P37039",128,"NCPR_CAVPO","reviewed","NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)","Por","Cavia porcellus (Guinea pig)",678,"","","","LOC105327991"
"202","lcl|NW_011934558.1_cds_XP_011427121.1_85","P16435",124,"NCPR_HUMAN","reviewed","NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)","POR CYPOR","Homo sapiens (Human)",677,"","","","LOC105327991"
"203","lcl|NW_011934558.1_cds_XP_011427448.1_89","Q9UG56",132,"PISD_HUMAN","reviewed","Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]","PISD","Homo sapiens (Human)",409,"","","","LOC105328305"
"204","lcl|NW_011934558.1_cds_XP_011427448.1_89","Q8BSF4",133,"PISD_MOUSE","reviewed","Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]","Pisd","Mus musculus (Mouse)",406,"TISSUE SPECIFICITY: Widely expressed, with highest levels in testis, including Sertoli cells, followed by liver. {ECO:0000269|PubMed:16192276}.","","DEVELOPMENTAL STAGE: Expressed during development in tissues rich in mitochondria, such as heart. In liver, low expression level observed in embryos and newborn animals increases 10-fold in adult. {ECO:0000269|PubMed:16192276}.","LOC105328305"
"205","lcl|NW_011934558.1_cds_XP_011427448.1_89","P27465",130,"PISD_CRIGR","reviewed","Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]","Pisd PSSC","Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)",409,"","","","LOC105328305"
"206","lcl|NW_011934558.1_cds_XP_011427448.1_89","Q58DH2",129,"PISD_BOVIN","reviewed","Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]","PISD","Bos taurus (Bovine)",416,"","","","LOC105328305"
"207","lcl|NW_011934558.1_cds_XP_011427448.1_89","Q5R8I8",131,"PISD_PONAB","reviewed","Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]","PISD","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",409,"","","","LOC105328305"
"208","lcl|NW_011934558.1_cds_XP_011427533.1_88","Q9UG56",132,"PISD_HUMAN","reviewed","Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]","PISD","Homo sapiens (Human)",409,"","","","LOC105328305"
"209","lcl|NW_011934558.1_cds_XP_011427533.1_88","P27465",130,"PISD_CRIGR","reviewed","Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]","Pisd PSSC","Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)",409,"","","","LOC105328305"
"21","lcl|NW_011934514.1_cds_XP_011427256.2_7","Q9U8W7",16,"TL5B_TACTR","reviewed","Techylectin-5B","","Tachypleus tridentatus (Japanese horseshoe crab)",316,"TISSUE SPECIFICITY: Hemocytes. {ECO:0000269|PubMed:10468566}.","","","LOC105327903"
"210","lcl|NW_011934558.1_cds_XP_011427533.1_88","Q5R8I8",131,"PISD_PONAB","reviewed","Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]","PISD","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",409,"","","","LOC105328305"
"211","lcl|NW_011934558.1_cds_XP_011427533.1_88","Q8BSF4",133,"PISD_MOUSE","reviewed","Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]","Pisd","Mus musculus (Mouse)",406,"TISSUE SPECIFICITY: Widely expressed, with highest levels in testis, including Sertoli cells, followed by liver. {ECO:0000269|PubMed:16192276}.","","DEVELOPMENTAL STAGE: Expressed during development in tissues rich in mitochondria, such as heart. In liver, low expression level observed in embryos and newborn animals increases 10-fold in adult. {ECO:0000269|PubMed:16192276}.","LOC105328305"
"212","lcl|NW_011934558.1_cds_XP_011427533.1_88","Q58DH2",129,"PISD_BOVIN","reviewed","Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]","PISD","Bos taurus (Bovine)",416,"","","","LOC105328305"
"213","lcl|NW_011934558.1_cds_XP_011427644.1_90","Q15020",136,"SART3_HUMAN","reviewed","Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3) (Tat-interacting protein of 110 kDa) (Tip110) (p110 nuclear RNA-binding protein)","SART3 KIAA0156 TIP110","Homo sapiens (Human)",963,"TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:11959860}.","","","LOC105328438"
"214","lcl|NW_011934558.1_cds_XP_011427644.1_90","B3DJT0",135,"SART3_DANRE","reviewed","Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3)","sart3 egy si:ch211-191d15.4 wu:fc51h03","Danio rerio (Zebrafish) (Brachydanio rerio)",951,"","","","LOC105328438"
"215","lcl|NW_011934558.1_cds_XP_011427644.1_90","Q5REG1",134,"SART3_PONAB","reviewed","Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3)","SART3","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",981,"","","","LOC105328438"
"216","lcl|NW_011934558.1_cds_XP_011427644.1_90","Q9JLI8",137,"SART3_MOUSE","reviewed","Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3) (mSART-3) (Tumor-rejection antigen SART3)","Sart3 Kiaa0156","Mus musculus (Mouse)",962,"TISSUE SPECIFICITY: Ubiquitously expressed, with low level of expression in liver, heart and skeletal (PubMed:10761712). Also detected in hematopoietic cells (at protein level) (PubMed:21447833). {ECO:0000269|PubMed:10761712, ECO:0000269|PubMed:21447833}.","INDUCTION: Up-regulated in proliferating hematopoietic cells. {ECO:0000269|PubMed:21447833}.","DEVELOPMENTAL STAGE: Expressed from early prenatal stages, as early as 7 dpc and increased thereafter. {ECO:0000269|PubMed:10761712}.","LOC105328438"
"217","lcl|NW_011934558.1_cds_XP_011427644.1_90","Q15020",136,"SART3_HUMAN","reviewed","Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3) (Tat-interacting protein of 110 kDa) (Tip110) (p110 nuclear RNA-binding protein)","SART3 KIAA0156 TIP110","Homo sapiens (Human)",963,"TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:11959860}.","","","LOC105328438"
"218","lcl|NW_011934558.1_cds_XP_011427644.1_90","Q17430",138,"SART3_CAEEL","reviewed","Nuclear RNA-binding protein sart-3 (U4/U6 snRNA-associated-splicing factor)","sart-3 B0035.12","Caenorhabditis elegans",836,"TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:25753661}.","","DEVELOPMENTAL STAGE: Expressed in embryos, larvae and adults. {ECO:0000269|PubMed:25753661}.","LOC105328438"
"219","lcl|NW_011934558.1_cds_XP_011427644.1_90","B3DJT0",135,"SART3_DANRE","reviewed","Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3)","sart3 egy si:ch211-191d15.4 wu:fc51h03","Danio rerio (Zebrafish) (Brachydanio rerio)",951,"","","","LOC105328438"
"22","lcl|NW_011934514.1_cds_XP_011427256.2_7","Q5M8C6",17,"FGL1_RAT","reviewed","Fibrinogen-like protein 1","Fgl1","Rattus norvegicus (Rat)",314,"","","","LOC105327903"
"220","lcl|NW_011934558.1_cds_XP_011427644.1_90","Q9JLI8",137,"SART3_MOUSE","reviewed","Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3) (mSART-3) (Tumor-rejection antigen SART3)","Sart3 Kiaa0156","Mus musculus (Mouse)",962,"TISSUE SPECIFICITY: Ubiquitously expressed, with low level of expression in liver, heart and skeletal (PubMed:10761712). Also detected in hematopoietic cells (at protein level) (PubMed:21447833). {ECO:0000269|PubMed:10761712, ECO:0000269|PubMed:21447833}.","INDUCTION: Up-regulated in proliferating hematopoietic cells. {ECO:0000269|PubMed:21447833}.","DEVELOPMENTAL STAGE: Expressed from early prenatal stages, as early as 7 dpc and increased thereafter. {ECO:0000269|PubMed:10761712}.","LOC105328438"
"221","lcl|NW_011934558.1_cds_XP_011427644.1_90","Q5REG1",134,"SART3_PONAB","reviewed","Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3)","SART3","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",981,"","","","LOC105328438"
"222","lcl|NW_011934558.1_cds_XP_011427644.1_90","Q17430",138,"SART3_CAEEL","reviewed","Nuclear RNA-binding protein sart-3 (U4/U6 snRNA-associated-splicing factor)","sart-3 B0035.12","Caenorhabditis elegans",836,"TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:25753661}.","","DEVELOPMENTAL STAGE: Expressed in embryos, larvae and adults. {ECO:0000269|PubMed:25753661}.","LOC105328438"
"223","lcl|NW_011934559.1_cds_XP_019923135.1_93","Q80V70",141,"MEGF6_MOUSE","reviewed","Multiple epidermal growth factor-like domains protein 6 (Multiple EGF-like domains protein 6) (Epidermal growth factor-like protein 3) (EGF-like protein 3)","Megf6 Egfl3","Mus musculus (Mouse)",1572,"","","","LOC105329088"
"224","lcl|NW_011934559.1_cds_XP_019923135.1_93","P22105",139,"TENX_HUMAN","reviewed","Tenascin-X (TN-X) (Hexabrachion-like protein)","TNXB HXBL TNX TNXB1 TNXB2 XB","Homo sapiens (Human)",4244,"TISSUE SPECIFICITY: Highly expressed in fetal adrenal, in fetal testis, fetal smooth, striated and cardiac muscle. Isoform XB-short is only expressed in the adrenal gland.","","DEVELOPMENTAL STAGE: Expression levels are lower in adults than in children. {ECO:0000269|PubMed:17263730}.","LOC105329088"
"225","lcl|NW_011934559.1_cds_XP_019923135.1_93","O75095",142,"MEGF6_HUMAN","reviewed","Multiple epidermal growth factor-like domains protein 6 (Multiple EGF-like domains protein 6) (Epidermal growth factor-like protein 3) (EGF-like protein 3)","MEGF6 EGFL3 KIAA0815","Homo sapiens (Human)",1541,"","","","LOC105329088"
